FEATTYPE,SCALE,FACAFF,elevation,aspect,slope,landuse,Period,Years_befo,Main_Rock_,NDVI,distance,total_curv,plan_curv,prof_curv,Label
,,,18,0,0,72,Jurassic,145-199,Granitic Rocks,0.191307,6225.05091,0,0,0,0
,,,38,5.3374,21.4172,71,Jurassic,145-199,Granitic Rocks,0.215039,6242.788198,0.110575,0.199898,0.0893234,0
,,,283,33.7831,24.7852,72,Jurassic,145-199,Tuff and Lava,0.267919,6249.565639,0.282579,0.156839,-0.12574,0
,,,29,0,0,72,Cretaceous,65-145,Granitic Rocks,0.270408,6251.856005,-0.589731,0.032314,0.622045,0
,,,170,242.447,29.2887,73,Jurassic,145-199,Granitic Rocks,0.246924,6287.59174,-0.565159,-0.409787,0.155371,0
,,,155,327.301,27.4878,72,Jurassic,145-199,Tuff and Lava,0.238029,6312.356886,-0.0614303,0.0410613,0.102492,0
,,,24,154.134,5.66064,1,Jurassic,145-199,Granitic Rocks,0.257799,6320.227496,0.0245721,0.0786308,0.0540587,0
,,,12,257.735,1.82179,41,Quaternary,0-1.8,"Superficial Deposits (Silt, sand and gravel)",0.221654,6323.795943,0.0122861,-0.0737164,-0.0860024,0
,,,71,14.802,15.0969,72,Jurassic,145-199,Tuff and Lava,0.283933,6370.918816,0.0860024,-0.0521515,-0.138154,0
,,,78,97.5073,9.97247,71,Jurassic,145-199,Tuff and Lava,0.424493,6397.603108,-0.270293,-0.242712,0.0275815,0
,,,10,288.435,1.22404,43,Jurassic,145-199,Granitic Rocks,0.0183365,6404.962944,0.393154,0.111196,-0.281958,0
,,,337,153.36,24.7551,72,Jurassic,145-199,Tuff and Lava,0.396707,6405.563561,0.737164,0.620452,-0.116711,0
,,,22,0,0,72,Cretaceous,65-145,Granitic Rocks,0.435925,6423.206889,-0.761736,-0.0981686,0.663567,0
,,,333,19.9994,22.1451,71,Jurassic,145-199,Tuff and Lava,0.191732,6454.365945,0.884596,0.208412,-0.676185,0
,,,378,53.4959,24.9707,73,Jurassic,145-199,Tuff and Lava,0.34571,6467.444281,1.09346,0.629545,-0.463914,0
,,,153,330.505,31.5839,73,Jurassic,145-199,Tuff and Lava,0.189413,6473.563748,0.528301,0.323446,-0.204855,0
,,,286,348.275,8.32309,71,Jurassic,145-199,Tuff and Lava,0.293584,6474.497067,0.0860024,-0.00504875,-0.0910512,0
,,,170,28.1286,13.6928,73,Jurassic,145-199,Granitic Rocks,0.313681,6478.989294,0.46687,0.370341,-0.096529,0
,,,184,234.298,23.637,71,Cretaceous,65-145,Granitic Rocks,0.384332,6480.669186,-0.40544,-0.302501,0.102939,0
,,,38,111.448,4.64827,72,Jurassic,145-199,Granitic Rocks,0.367671,6486.666102,-0.196577,-0.14013,0.0564473,0
,,,128,321.067,21.6939,72,Jurassic,145-199,Tuff and Lava,0.249225,6496.009045,-0.0982885,0.0567448,0.155033,0
,,,59,65.8858,8.83637,72,Jurassic,145-199,Granitic Rocks,0.279832,6533.625473,0.540587,0.261816,-0.27877,0
,,,128,132.109,10.727,71,Jurassic,145-199,Granitic Rocks,0.351011,6552.011815,-0.233435,-0.141893,0.0915419,0
,,,77,163.346,18.2661,72,Jurassic,145-199,Tuff and Lava,0.388819,6571.574495,-0.0860024,0.0229476,0.10895,0
,,,165,137.257,21.2189,72,Jurassic,145-199,Tuff and Lava,0.401533,6583.302319,-0.417726,-0.176271,0.241455,0
,,,5,0,0,71,Quaternary,0-1.8,"Superficial Deposits (Silt, sand and gravel)",0.209758,6583.648021,-0.0614303,-0.0255172,0.0359131,0
,,,144,200.026,8.74917,71,Jurassic,145-199,Tuff and Lava,0.328866,6592.056459,-0.221149,-0.0102904,0.210859,0
,,,135,340.079,23.1871,72,Jurassic,145-199,Tuff and Lava,0.219669,6610.660585,-0.122861,0.00104734,0.123908,0
,,,53,275.826,18.4075,73,Jurassic,145-199,Granitic Rocks,0.190515,6619.742958,0.196577,0.157309,-0.0392682,0
,,,335,172.427,13.2702,73,Jurassic,145-199,Tuff and Lava,0.316741,6623.432194,-0.294865,-0.157506,0.13736,0
,,,319,301.551,24.3204,72,Jurassic,145-199,Tuff and Lava,0.255228,6631.280057,-0.110575,-0.0835252,0.0270494,0
,,,446,293.962,14.9057,73,Jurassic,145-199,Tuff and Lava,0.303581,6635.398927,0.172005,0.177853,0.0058479,0
,,,431,357.025,33.0592,71,Jurassic,145-199,Tuff and Lava,0.133279,6661.868706,0.454584,-0.0633076,-0.517892,0
,,,218,308.55,23.8623,71,Jurassic,145-199,Tuff and Lava,0.376374,6666.340244,-0.921454,-0.248636,0.672818,0
,,,55,50.0883,15.6489,72,Jurassic,145-199,Tuff and Lava,0.335303,6701.271928,-0.294865,-0.146755,0.14811,0
,,,255,241.798,17.6099,71,Jurassic,145-199,Tuff and Lava,0.298132,6706.275807,-1.73233,-0.785876,0.946458,0
,,,413,28.0977,19.8763,72,Jurassic,145-199,Tuff and Lava,0.328998,6706.81965,0.0245721,0.168587,0.144015,0
,,,205,104.307,22.5674,73,Jurassic,145-199,Granitic Rocks,0.377634,6707.607237,-0.712591,-0.40096,0.311632,0
,,,0,0,0,3,Quaternary,0-1.8,"Superficial Deposits (Silt, sand and gravel)",0.149219,6712.6424,0,0.00614303,0.00614303,0
,,,126,35.665,22.9841,71,Cretaceous,65-145,Granitic Rocks,0.306887,6749.048928,1.16718,0.669707,-0.497468,0
,,,212,104.036,3.18909,73,Jurassic,145-199,Tuff and Lava,0.326193,6789.664115,0.417726,0.318164,-0.0995616,0
,,,71,196.274,12.7703,73,Jurassic,145-199,Tuff and Lava,0.350112,6790.68206,0.798594,0.250017,-0.548576,0
,,,14,145.954,13.5702,72,Jurassic,145-199,Granitic Rocks,0.325816,6792.776849,-0.40544,-0.123705,0.281735,0
,,,8,354.289,1.55588,43,Jurassic,145-199,Granitic Rocks,0.0161238,6796.384968,0,0.0444466,0.0444466,0
,,,54,359.784,19.703,72,Jurassic,145-199,Granitic Rocks,0.290493,6809.084493,-0.184291,0.161709,0.345999,0
,,,508,2.16926,19.6472,73,Jurassic,145-199,Tuff and Lava,0.277626,6814.194242,-0.258007,-0.0648316,0.193176,0
,,,163,55.1543,7.41149,61,Jurassic,145-199,Tuff and Lava,0.336206,6821.259491,-0.245721,-0.126619,0.119103,0
,,,173,268.63,15.7757,72,Jurassic,145-199,Granitic Rocks,0.288814,6826.720963,-0.172005,-0.0306812,0.141324,0
,,,335,19.7143,19.0097,72,Jurassic,145-199,Tuff and Lava,0.24507,6842.059736,-0.294865,-0.255662,0.0392035,0
,,,164,184.072,21.7845,71,Jurassic,145-199,Tuff and Lava,0.385121,6872.297256,0.46687,0.315012,-0.151858,0
,,,2,0,0,71,Cretaceous,65-145,Granitic Rocks,0.146894,6875.111149,-0.110575,0,0.110575,0
,,,256,128.991,25.3913,71,Jurassic,145-199,Tuff and Lava,0.374893,6886.578222,0.282579,-0.0209392,-0.303519,0
,,,244,122.811,13.7337,72,Jurassic,145-199,Tuff and Lava,0.35069,6906.96172,0.0614303,0.0181584,-0.0432719,0
,,,338,72.8637,18.7468,72,Jurassic,145-199,Tuff and Lava,0.344572,6912.152114,-0.0245721,0.000127869,0.0247,0
,,,99,123.996,19.3125,72,Jurassic,145-199,Granitic Rocks,0.366098,6919.049288,-0.258007,0.0160638,0.274071,0
,,,23,270.458,9.58813,72,Jurassic,145-199,Tuff and Lava,0.358333,6923.79779,-0.221149,-0.0771465,0.144003,0
,,,185,131.532,7.20195,72,Cretaceous,65-145,Granitic Rocks,0.31964,6924.008069,0.282579,0.00817046,-0.274409,0
,,,336,169.405,20.9164,73,Jurassic,145-199,Tuff and Lava,0.389442,6930.862545,0.258007,0.172005,-0.0860024,0
,,,294,227.553,16.7172,72,Jurassic,145-199,Granitic Rocks,0.310613,6945.948142,-0.528301,-0.34369,0.18461,0
,,,653,254.223,41.4986,72,Cretaceous,65-145,Tuff and Lava,0.2384,6996.933394,-0.798594,0.414117,1.21271,0
,,,103,70.2363,18.3507,71,Cretaceous,65-145,Granitic Rocks,0.268062,7017.295969,-1.0566,-0.451383,0.605218,0
,,,5,0,0,74,Jurassic,145-199,Granitic Rocks,0.376472,7030.682144,0.0245721,0.00307151,-0.0215006,0
,,,270,137.793,25.2059,72,Jurassic,145-199,Tuff and Lava,0.382587,7041.865235,0.0122861,-0.0835134,-0.0957994,0
,,,171,292.57,19.5761,72,Jurassic,145-199,Tuff and Lava,0.253545,7046.98582,-0.184291,-0.0748969,0.109394,0
,,,570,160.907,24.0449,73,Jurassic,145-199,Tuff and Lava,0.367301,7048.7816,0.700305,0.50749,-0.192815,0
,,,408,41.9413,14.0746,72,Jurassic,145-199,Tuff and Lava,0.297982,7050.004711,0.122861,0.246846,0.123986,0
,,,342,0.245902,17.4775,71,Jurassic,145-199,Tuff and Lava,0.306322,7071.293599,-0.233435,-0.235883,-0.00244781,0
,,,281,1.61529,31.932,71,Jurassic,145-199,Tuff and Lava,0.157907,7071.888816,-0.0860024,0.446858,0.53286,0
,,,369,282.445,21.8667,73,Jurassic,145-199,Tuff and Lava,0.262957,7083.272794,0.135147,-0.117525,-0.252672,0
,,,0,0,0,72,Jurassic,145-199,Granitic Rocks,0.353499,7090.023902,0,0,0,0
,,,808,44.3338,33.3234,71,Jurassic,145-199,Tuff and Lava,0.339779,7103.075329,1.24089,0.5712,-0.669692,0
,,,119,273.814,12.5968,72,Jurassic,145-199,Tuff and Lava,0.376995,7126.653137,0.172005,0.0299084,-0.142096,0
,,,553,258.088,26.7526,71,Jurassic,145-199,Tuff and Lava,0.255844,7134.613182,-0.233435,-0.0723897,0.161045,0
,,,254,84.2454,9.93777,72,Jurassic,145-199,Tuff and Lava,0.286502,7139.399395,0.614303,0.166012,-0.448291,0
,,,34,33.2153,15.1823,71,Jurassic,145-199,Granitic Rocks,0.329684,7142.407988,-0.0122861,0.0370535,0.0493395,0
,,,350,338.52,21.9131,72,Jurassic,145-199,Tuff and Lava,0.263192,7178.254418,-0.417726,-0.209477,0.208249,0
,,,11,122.735,10.2,71,Jurassic,145-199,Tuff and Lava,0.424007,7200.016707,-0.294865,-0.0973293,0.197536,0
,,,69,37.4054,9.84401,71,Cretaceous,65-145,Granitic Rocks,0.306531,7229.13264,0.0245721,-0.034401,-0.0589731,0
,,,115,159.444,24.7893,73,Jurassic,145-199,Granitic Rocks,0.385911,7249.831498,0.184291,0.237463,0.0531722,0
,,,204,11.7805,14.4743,72,Jurassic,145-199,Tuff and Lava,0.366461,7306.384478,-0.0737164,-0.143189,-0.0694728,0
,,,317,185.618,9.40622,73,Jurassic,145-199,Tuff and Lava,0.338457,7341.457778,0.184291,-0.0140913,-0.198382,0
,,,54,122.471,7.03114,73,Jurassic,145-199,Tuff and Lava,0.302694,7358.048628,-0.147433,-0.149209,-0.00177658,0
,,,82,329.837,16.6219,72,Jurassic,145-199,"Sandstone, siltstone and mudstone",0.292456,7358.588532,-0.516015,-0.274486,0.241529,0
,,,212,92.3614,14.7021,73,Jurassic,145-199,Granitic Rocks,0.372715,7363.911362,0.319438,0.323157,0.00371963,0
,,,423,345.543,35.5464,72,Jurassic,145-199,Tuff and Lava,0.209098,7378.576866,0.34401,0.215742,-0.128268,0
,,,111,138.965,21.1549,72,Jurassic,145-199,Granitic Rocks,0.399213,7386.205656,-0.0982885,-0.0218642,0.0764243,0
,,,34,259.695,3.45842,51,Cretaceous,65-145,Granitic Rocks,0.151719,7387.221378,0.196577,0.139093,-0.0574838,0
,,,263,20.0952,13.2782,72,Jurassic,145-199,Tuff and Lava,0.327722,7394.238501,0.663447,0.374818,-0.28863,0
,,,16,191.099,16.0566,73,Jurassic,145-199,Granitic Rocks,0.365231,7396.445019,-0.282579,-0.0936991,0.18888,0
,,,20,22.7965,5.77548,72,Jurassic,145-199,Tuff and Lava,0.347216,7415.542902,-0.40544,-0.30366,0.10178,0
,,,316,2.47166,20.6075,72,Jurassic,145-199,Tuff and Lava,0.273393,7475.69224,-0.307151,-0.18189,0.125262,0
,,,268,74.0546,8.9454,72,Cretaceous,65-145,Granitic Rocks,0.342002,7498.204898,0.479156,0.0608269,-0.418329,0
,,,129,0.545657,15.8438,71,Jurassic,145-199,Tuff and Lava,0.212517,7512.073685,0.368582,0.25826,-0.110322,0
,,,271,34.4052,28.3912,72,Jurassic,145-199,Tuff and Lava,0.352971,7521.87974,-0.0491442,0.0631039,0.112248,0
,,,26,96.3402,13.0889,71,Jurassic,145-199,Granitic Rocks,0.38763,7535.312791,-0.184291,-0.10407,0.0802207,0
,,,353,185.102,8.64019,72,Jurassic,145-199,Tuff and Lava,0.354615,7559.008484,0.0491442,0.0677424,0.0185982,0
,,,318,251.18,20.8664,72,Jurassic,145-199,Tuff and Lava,0.286566,7568.833424,0.454584,0.337265,-0.117319,0
,,,94,112.109,25.021,73,Jurassic,145-199,Granitic Rocks,0.371484,7569.419902,-0.196577,-0.00301404,0.193563,0
,,,10,0,0,72,Jurassic,145-199,Granitic Rocks,0.246047,7569.480109,0.147433,0,0,0
,,,65,189.577,18.4188,73,Jurassic,145-199,Granitic Rocks,0.331485,7596.885509,-0.454584,-0.158382,0.296202,0
,,,273,274.764,27.5068,72,Jurassic,145-199,Tuff and Lava,0.231641,7618.057864,-0.46687,-0.130629,0.336242,0
,,,311,114.353,22.9162,72,Jurassic,145-199,Tuff and Lava,0.413807,7623.679179,0.0368582,0.147145,0.110287,0
,,,62,14.2456,15.0607,71,Jurassic,145-199,Granitic Rocks,0.28759,7624.849741,-0.221149,-0.05765,0.163499,0
,,,96,163.113,8.9881,61,Jurassic,145-199,Tuff and Lava,0.385977,7635.27241,-0.159719,-0.10958,0.0501389,0
,,,493,100.33,15.5808,72,Jurassic,145-199,Tuff and Lava,0.398437,7638.494315,0.245721,-0.0109995,-0.256721,0
,,,136,187.253,12.6679,71,Jurassic,145-199,Tuff and Lava,0.428233,7640.485474,-0.0491442,-0.0741359,-0.0249917,0
,,,234,19.8125,23.1033,72,Jurassic,145-199,Tuff and Lava,0.238903,7667.474087,-1.47433,-0.944211,0.530116,0
,,,616,0.418209,20.3186,73,Jurassic,145-199,Tuff and Lava,0.263775,7674.693852,0.0368582,0.0806579,0.0437997,0
,,,312,353.758,9.87089,72,Jurassic,145-199,Tuff and Lava,0.269295,7679.587386,-0.0737164,-0.0708255,0.00289084,0
,,,0,0,0,32,Jurassic,145-199,Granitic Rocks,0.236647,7703.693879,0,0,0,0
,,,15,208.811,10.4852,72,Cretaceous,65-145,Granitic Rocks,0.358278,7712.536195,-0.172005,-0.0642655,0.107739,0
,,,182,281.954,22.9799,72,Cretaceous,65-145,Granitic Rocks,0.267416,7718.805237,1.53576,0.762491,-0.773266,0
,,,104,223.099,24.7416,73,Jurassic,145-199,Tuff and Lava,0.340396,7723.501869,-0.0860024,-0.108947,-0.0229448,0
,,,127,290.583,18.8862,72,Jurassic,145-199,Tuff and Lava,0.275839,7724.816324,0.0737164,0.0386331,-0.0350833,0
,,,6,0,0,73,Jurassic,145-199,Granitic Rocks,0.213141,7737.627714,0,0,0,0
,,,135,112.62,9.9638,72,Jurassic,145-199,Granitic Rocks,0.345094,7766.062724,0.233435,0.126059,-0.107376,0
,,,415,173.454,30.1486,72,Jurassic,145-199,Tuff and Lava,0.403712,7773.60228,0.307151,0.42754,0.120388,0
,,,111,179.526,9.28677,71,Jurassic,145-199,Tuff and Lava,0.381217,7783.668111,-0.122861,-0.0737164,0.0491442,0
,,,329,5.08925,28.0658,72,Jurassic,145-199,Tuff and Lava,0.238319,7792.113304,0.970599,0.352603,-0.617996,0
,,,53,220.806,16.0365,73,Jurassic,145-199,Granitic Rocks,0.359462,7805.763533,0.147433,0.105379,-0.042054,0
,,,501,116.353,26.1106,72,Jurassic,145-199,Tuff and Lava,0.400841,7810.081641,0.270293,0.375486,0.105193,0
,,,114,234.135,21.0664,71,Jurassic,145-199,Granitic Rocks,0.348694,7810.739621,0.135147,0.0708257,-0.064321,0
,,,47,91.8934,18.1184,72,Jurassic,145-199,Tuff and Lava,0.449132,7812.869474,-0.442298,0.112337,0.554635,0
,,,140,225.556,21.4898,73,Jurassic,145-199,Granitic Rocks,0.329415,7821.94733,-0.87231,-0.306522,0.565789,0
,,,46,0,0,72,Cretaceous,65-145,Granitic Rocks,0.280249,7849.00223,-0.0368582,0.0494262,0.0862843,0
,,,62,2.40597,9.14349,71,Jurassic,145-199,"Sandstone, siltstone and mudstone",0.381655,7852.044389,-0.135147,-0.0333971,0.10175,0
,,,336,136.569,22.7185,72,Jurassic,145-199,Tuff and Lava,0.421685,7882.879873,0.0860024,0.119433,0.0334304,0
,,,249,239.908,16.9387,73,Jurassic,145-199,Granitic Rocks,0.287473,7898.510304,0.208863,-0.0155568,-0.22442,0
,,,73,59.0362,10.7089,71,Jurassic,145-199,Granitic Rocks,0.375337,7908.929947,-0.221149,-0.150324,0.0708255,0
,,,236,221.649,23.025,73,Cretaceous,65-145,Granitic Rocks,0.376677,7925.931946,0.0982885,-0.0647266,-0.163015,0
,,,275,221.855,9.88023,73,Jurassic,145-199,Granitic Rocks,0.332635,7928.827714,-0.184291,-0.117479,0.0668117,0
,,,124,70.0169,17.5544,71,Jurassic,145-199,Tuff and Lava,0.315016,7936.470114,0.0245721,-0.0103828,-0.034955,0
,,,0,341.565,2.44696,43,Jurassic,145-199,Granitic Rocks,0.0321379,7939.899585,-0.196577,-0.196577,0,0
,,,83,120.256,18.6714,72,Jurassic,145-199,Tuff and Lava,0.382624,7970.743278,0.503728,0.238991,-0.264737,0
,,,47,190.561,4.63675,71,Jurassic,145-199,Tuff and Lava,0.384162,7971.121338,-0.233435,-0.230168,0.00326681,0
,,,523,6.40435,38.6453,71,Jurassic,145-199,Tuff and Lava,0.205907,7976.551957,-0.34401,-0.116585,0.227424,0
,,,92,145.045,18.76,72,Cretaceous,65-145,Granitic Rocks,0.410206,7985.285311,0.270293,0.201025,-0.0692684,0
,,,24,352.117,5.0675,71,Jurassic,145-199,Granitic Rocks,0.328526,8002.763462,0.368582,0.180111,-0.188471,0
,,,119,349.71,25.4818,72,Jurassic,145-199,Tuff and Lava,0.285231,8013.677245,-0.159719,-0.0162742,0.143445,0
,,,211,299.814,15.4952,73,Jurassic,145-199,Tuff and Lava,0.281645,8046.977408,-0.380868,-0.307055,0.073813,0
,,,286,217.36,8.98488,71,Jurassic,145-199,Tuff and Lava,0.345635,8052.721838,0.159719,0.127334,-0.0323847,0
,,,85,244.269,13.9831,73,Jurassic,145-199,Granitic Rocks,0.375669,8078.589602,-0.110575,-0.136622,-0.0260475,0
,,,13,336.661,16.169,71,Jurassic,145-199,Granitic Rocks,0.307769,8106.263355,-0.0614303,0.0130597,0.07449,0
,,,349,163.61,6.82752,73,Jurassic,145-199,Tuff and Lava,0.361351,8117.487839,0.270293,-0.00338073,-0.273674,0
,,,270,25.8616,23.8941,71,Cretaceous,65-145,Granitic Rocks,0.210802,8124.797155,0.0122861,0.0737242,0.0614382,0
,,,403,180,5.25027,73,Jurassic,145-199,Tuff and Lava,0.341273,8127.806933,0.122861,-0.038996,-0.161857,0
,,,302,158.165,23.3822,71,Jurassic,145-199,Tuff and Lava,0.454648,8151.771344,-0.331724,-0.109302,0.222421,0
,,,59,152.745,5.72921,72,Jurassic,145-199,Granitic Rocks,0.343311,8151.817497,0.270293,0.0360632,-0.23423,0
,,,13,149.659,12.4215,72,Jurassic,145-199,Tuff and Lava,0.350997,8182.707386,-0.233435,-0.00383235,0.229603,0
,,,64,196.522,24.7461,73,Cretaceous,65-145,Granitic Rocks,0.366031,8190.620251,-0.319438,-0.111096,0.208342,0
,,,121,146.929,15.5022,71,Jurassic,145-199,Tuff and Lava,0.351572,8224.147747,-0.172005,-0.00210265,0.169902,0
,,,18,177.647,5.63865,71,Jurassic,145-199,Tuff and Lava,0.384131,8224.877811,-0.270293,-0.174831,0.0954627,0
,,,185,48.9302,14.0871,72,Jurassic,145-199,Tuff and Lava,0.346901,8231.821467,0.34401,0.0801559,-0.263854,0
,,,206,95.7824,12.1123,72,Jurassic,145-199,Tuff and Lava,0.402208,8252.861677,0.159719,0.100746,-0.0589731,0
,,,254,77.3609,24.5614,71,Jurassic,145-199,Tuff and Lava,0.361623,8266.969352,-0.331724,-0.410868,-0.0791446,0
,,,3,0,0,73,Cretaceous,65-145,Granitic Rocks,0.290907,8271.242442,-0.110575,0,0.110575,0
,,,194,332.819,12.671,72,Cretaceous,65-145,Granitic Rocks,0.298879,8276.313025,-0.110575,-0.137459,-0.0268846,0
,,,4,0,0,71,Jurassic,145-199,Granitic Rocks,0.310324,8286.825077,0.0860024,0.0491442,-0.0368582,0
,,,181,84.8308,29.0285,71,Jurassic,145-199,Tuff and Lava,0.372544,8311.892515,-0.995171,-0.00926814,0.985903,0
,,,25,0,0,72,Jurassic,145-199,"Sandstone, siltstone and mudstone",0.322458,8317.335212,0.0122861,0.063931,0.0516449,0
,,,212,123.893,17.6123,72,Jurassic,145-199,Tuff and Lava,0.339933,8333.371215,-0.46687,-0.282034,0.184836,0
,,,264,117.037,23.7484,71,Jurassic,145-199,Tuff and Lava,0.403765,8334.024702,0.221149,0.278318,0.0571689,0
,,,25,141.605,10.3575,73,Jurassic,145-199,Granitic Rocks,0.362557,8336.716202,-0.0860024,0.0245721,0.110575,0
,,,24,129.193,12.7716,73,Jurassic,145-199,Granitic Rocks,0.378406,8344.759353,-0.0491442,0.0774845,0.126629,0
,,,131,354.316,15.9893,71,Cretaceous,65-145,Granitic Rocks,0.207581,8358.715739,0.46687,0.233817,-0.233053,0
,,,133,75.1271,23.0958,73,Jurassic,145-199,Granitic Rocks,0.359069,8451.4263,-0.245721,-0.17951,0.0662117,0
,,,342,345.53,4.94541,72,Jurassic,145-199,Granitic Rocks,0.239086,8457.966739,0.946027,0.547645,-0.398381,0
,,,0,0,0,54,Jurassic,145-199,Granitic Rocks,0.105339,8480.643683,0,0,0,0
,,,25,239.692,17.9531,72,Jurassic,145-199,Granitic Rocks,0.32108,8484.534703,-0.896882,-0.586681,0.310202,0
,,,49,0,0,73,Jurassic,145-199,Tuff and Lava,0.305628,8492.950391,-0.454584,-0.0712562,0.383328,0
,,,19,252.282,8.41933,73,Jurassic,145-199,Tuff and Lava,0.36162,8503.328306,0.0122861,0.111521,0.0992354,0
,,,272,132.184,19.2979,73,Jurassic,145-199,Granitic Rocks,0.359431,8503.78612,0.307151,0.278412,-0.0287398,0
,,,162,106.543,15.8948,71,Cretaceous,65-145,Granitic Rocks,0.387765,8512.31773,0.651161,0.054643,-0.596518,0
,,,36,145.513,20.6606,72,Jurassic,145-199,Granitic Rocks,0.4385,8523.056238,-0.0122861,0.140059,0.152345,0
,,,232,169.992,21.632,72,Jurassic,145-199,Tuff and Lava,0.400708,8556.97103,-0.589731,-0.247115,0.342616,0
,,,0,278.13,2.73537,43,Jurassic,145-199,Granitic Rocks,0.105254,8559.907827,-0.0860024,-0.0418456,0.0441568,0
,,,165,244.049,24.269,72,Jurassic,145-199,Tuff and Lava,0.293242,8579.71418,0.0122861,0.0933068,0.0810208,0
,,,19,244.477,9.43752,71,Jurassic,145-199,Tuff and Lava,0.331492,8580.79216,-0.0737164,0.0422903,0.116007,0
,,,161,143.202,12.0969,71,Jurassic,145-199,Tuff and Lava,0.409594,8597.495966,-0.184291,-0.111613,0.0726777,0
,,,198,340.346,27.579,72,Jurassic,145-199,Tuff and Lava,0.303323,8612.693302,-0.34401,-0.156071,0.187938,0
,,,62,55.8685,13.6717,72,Cretaceous,65-145,Granitic Rocks,0.299086,8618.353195,0.245721,0.163707,-0.0820143,0
,,,121,157.051,9.25179,72,Jurassic,145-199,Tuff and Lava,0.364024,8622.789223,-0.159719,-0.140065,0.0196537,0
,,,78,135,14.7743,72,Jurassic,145-199,Tuff and Lava,0.361404,8624.295607,0.0982885,0.0427046,-0.0555838,0
,,,713,155.695,10.4182,73,Cretaceous,65-145,Tuff and Lava,0.325584,8629.796085,0.737164,0.548794,-0.18837,0
,,,621,106.002,29.4115,71,Jurassic,145-199,Tuff and Lava,0.310235,8633.165249,1.13032,0.493433,-0.636885,0
,,,289,23.6756,20.9889,72,Jurassic,145-199,Tuff and Lava,0.332457,8635.405127,0.122861,0.14027,0.0174095,0
,,,151,175.139,24.8193,73,Jurassic,145-199,Tuff and Lava,0.325068,8643.593287,-0.46687,-0.280138,0.186733,0
,,,312,283.684,17.739,73,Jurassic,145-199,Tuff and Lava,0.321091,8645.440646,0.368582,0.176682,-0.191899,0
,,,12,295.427,5.21515,71,Jurassic,145-199,Tuff and Lava,0.279231,8683.301085,-0.0860024,-0.00250673,0.0834957,0
,,,338,88.2138,33.0366,72,Jurassic,145-199,Tuff and Lava,0.37951,8695.450937,-1.57262,-0.5618,1.01082,0
,,,3,45,0.109498,43,Jurassic,145-199,Granitic Rocks,0.0498153,8709.533142,0.0491442,0.0245721,-0.0245721,0
,,,0,0,0,71,Jurassic,145-199,Granitic Rocks,0.247542,8737.885746,0,0,0,0
